ID Furnace 1	Tag Furnace 1	Is DC EAF Fce	Is Twin Shell	Is Substation App	Tag Furnace 2	Is DC EAF Fce	Plant Short Name	Division Short Name	Corporate Short Name	Corporate Full Name	Plant Location	Time Zone A - Date & Time Starts	Time Zone A - Date & Time Finish	Time Zone A - Designated Time	HoraEjecucionPlanta	ArchivoCCR	IE_VM2 Parametros	IE_VM2 Remove Extreme Data (Outliers)	IE_VM2 IDPlant	IE_VM2 IDFurnace	IE_VM2 Start Date (New - Older)	parant	difp	fec	diff	OutliersAnt	difo
EAF	EAF	FALSE	FALSE	FALSE	tbd		SulbBahrain	SulbBahrain	SULB	SULB Steel	Bahrain			UTC+03:00	15	ccr_SULB.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 23 AND 75
 AND TapToTap BETWEEN 28 AND 160
 AND Turnaround BETWEEN 1 AND 180
 AND MWH BETWEEN 35 AND 95
 ORDER BY TimeStarted"	FALSE	108	144	2020-06-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 23 AND 75
 AND TapToTap BETWEEN 28 AND 160
 AND Turnaround BETWEEN 1 AND 180
 AND MWH BETWEEN 35 AND 95
 ORDER BY TimeStarted"	TRUE	2019-09-01	FALSE	FALSE	TRUE
EAF1	1	FALSE	FALSE	FALSE	tbd		GTN	GTN	Liberty	Liberty Steel	"Georgetown, Illinois, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Liberty Steel Georgetown.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	FALSE	34	145	2018-08-15	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 2 AND 300
 ORDER BY TimeStarted"	TRUE	2018-08-15	TRUE	FALSE	TRUE
South DC	South DC	TRUE	FALSE	FALSE	tbd		SDICOL	SDICOL	SDI	Steel Dynamics Inc	"Columbus, MS. USA (CST)"	42807	43045	UTC-05:00	0	ccr_SDI Columbus South.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 18 AND 80
 AND TapToTap BETWEEN 20 AND 180
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 40 AND 100
 ORDER BY TimeStarted"	FALSE	110	146	2020-11-13	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 18 AND 80
 AND TapToTap BETWEEN 20 AND 180
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 40 AND 100
 ORDER BY TimeStarted"	TRUE	2019-01-01	FALSE	FALSE	TRUE
Adc Shell	Adc	TRUE	FALSE	FALSE	tbd	TRUE	DSPohang	DSPohang	Dongkuk	Dongkuk Steel	"Pohang, South Korea"			UTC+09:00	9	ccr_Dongkuk Steel Pohang Shell A.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 80
 AND TapToTap BETWEEN 70 AND 140
 AND Turnaround BETWEEN 5 AND 100
 AND MWH BETWEEN 45 AND 100
 ORDER BY TimeStarted"	FALSE	111	147	2019-01-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 80
 AND TapToTap BETWEEN 70 AND 140
 AND Turnaround BETWEEN 5 AND 100
 AND MWH BETWEEN 45 AND 100
 ORDER BY TimeStarted"	TRUE	2018-11-22	FALSE	FALSE	TRUE
Bdc Shell	Bdc	TRUE	FALSE	FALSE	tbd	TRUE	DSPohang	DSPohang	Dongkuk	Dongkuk Steel	"Pohang, South Korea"			UTC+09:00	9	ccr_Dongkuk Steel Pohang Shell B.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 80
 AND TapToTap BETWEEN 70 AND 140
 AND Turnaround BETWEEN 5 AND 100
 AND MWH BETWEEN 45 AND 100
 ORDER BY TimeStarted"	FALSE	111	150	2019-01-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 80
 AND TapToTap BETWEEN 70 AND 140
 AND Turnaround BETWEEN 5 AND 100
 AND MWH BETWEEN 45 AND 100
 ORDER BY TimeStarted"	TRUE	2018-11-22	FALSE	FALSE	TRUE
EAFdc	EAFdc	TRUE	FALSE	FALSE	tbd	FALSE	SSMalaysia	SSMalaysia	SSB2	Southern Steel	"Perai, Penang, Malaysia"			UTC+08:00	10	ccr_Southern Steel Malaysia.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 70
 AND TapToTap BETWEEN 40 AND 170
 AND Turnaround BETWEEN 1 AND 150
 AND MWH BETWEEN 15 AND 45
 ORDER BY TimeStarted"	FALSE	118	157	2019-07-17	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 70
 AND TapToTap BETWEEN 40 AND 170
 AND Turnaround BETWEEN 1 AND 150
 AND MWH BETWEEN 15 AND 45
 ORDER BY TimeStarted"	TRUE	2019-07-17	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		CakratuJaka	CakratuJaka	Cakratunggal	Cakratunggal Steel	"Jakarta, Indonesia"			UTC+07:00	11	ccr_Cakratunggal Steel.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 90
 AND TapToTap BETWEEN 45 AND 160
 AND Turnaround BETWEEN 1.5 AND 140
 AND MWH BETWEEN 23 AND 50
 ORDER BY TimeStarted"	FALSE	120	159	2019-07-23	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 35 AND 90
 AND TapToTap BETWEEN 45 AND 160
 AND Turnaround BETWEEN 1.5 AND 140
 AND MWH BETWEEN 23 AND 50
 ORDER BY TimeStarted"	TRUE	2019-07-23	TRUE	FALSE	TRUE
EAF3	F3	FALSE	FALSE	FALSE	tbd		OEMK	OEMK	OEMK	OEMK	"Stary Oskol, Russia"			UTC+03:00	15	ccr_OEMK EAF 3.xls	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 47 AND 80
  AND TapToTap BETWEEN 61 AND 140
  AND Turnaround BETWEEN 1.5 AND 70
  AND MWH BETWEEN 65 AND 112
 ORDER BY TimeStarted"	FALSE	123	162	2020-11-01	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 47 AND 80
  AND TapToTap BETWEEN 61 AND 140
  AND Turnaround BETWEEN 1.5 AND 70
  AND MWH BETWEEN 65 AND 112
 ORDER BY TimeStarted"	TRUE	2020-11-01	TRUE	FALSE	TRUE
EAFdc	EAFdc	TRUE	FALSE	FALSE	tbd	TRUE	DSIncheon	DSIncheon	Dongkuk	Dongkuk Steel	"Incheon, South Korea"			UTC+09:00	9	ccr_Dongkuk Steel Incheon DC.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 32 AND 48
 AND TapToTap BETWEEN 30 AND 95
 AND Turnaround BETWEEN 1 AND 35
 AND MWH BETWEEN 32 AND 48
 ORDER BY TimeStarted"	FALSE	135	176	2020-07-21	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 32 AND 48
 AND TapToTap BETWEEN 30 AND 95
 AND Turnaround BETWEEN 1 AND 35
 AND MWH BETWEEN 32 AND 48
 ORDER BY TimeStarted"	TRUE	2020-07-21	TRUE	FALSE	TRUE
EAFdc	EAFdc	TRUE	FALSE	FALSE	tbd	TRUE	TSKYU	TSKYU	TS	Tokyo Steel	"Kyushu, Japan"			UTC+09:00	9	ccr_Tokyo Steel - Kyushu DC.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 24 AND 70
 AND TapToTap BETWEEN 24 AND 100
 AND Turnaround BETWEEN 0.81 AND 58
 ORDER BY TimeStarted"	FALSE	131	178	2020-07-20	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 24 AND 70
 AND TapToTap BETWEEN 24 AND 100
 AND Turnaround BETWEEN 0.81 AND 58
 ORDER BY TimeStarted"	TRUE	2020-07-20	TRUE	FALSE	TRUE
EAFdc	EAFdc	TRUE	FALSE	FALSE	tbd	TRUE	TSOKA	TSOKA	TS	Tokyo Steel	"Okayama, Japan"			UTC+09:00	9	ccr_Tokyo Steel - Okayama DC.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 32 AND 80
 AND TapToTap BETWEEN 40 AND 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 62 AND 130
 ORDER BY TimeStarted"	FALSE	132	179	2020-08-12	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 32 AND 80
 AND TapToTap BETWEEN 40 AND 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 62 AND 130
 ORDER BY TimeStarted"	TRUE	2020-08-12	TRUE	FALSE	TRUE
EAF2	F2	FALSE	FALSE	FALSE	tbd		OEMK	OEMK	OEMK	OEMK	"Stary Oskol, Russia"			UTC+03:00	15	ccr_OEMK EAF 2.xls	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 47 AND 90
  AND TapToTap BETWEEN 61 AND 140
  AND Turnaround BETWEEN 3 AND 60
  AND MWH BETWEEN 65 AND 130
 ORDER BY TimeStarted"	FALSE	123	181	2020-10-30	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 47 AND 90
  AND TapToTap BETWEEN 61 AND 140
  AND Turnaround BETWEEN 3 AND 60
  AND MWH BETWEEN 65 AND 130
 ORDER BY TimeStarted"	TRUE	2020-10-30	TRUE	FALSE	TRUE
EAFdc	EAFdc	TRUE	FALSE	FALSE	tbd	TRUE	TSTAH	TSTAH	TS	Tokyo Steel	"Tahara, Japan"			UTC+09:00	9	ccr_Tokyo Steel - Tahara DC.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 90
 AND TapToTap BETWEEN 30 AND 125
 AND Turnaround BETWEEN 1 AND 60
 AND MWH BETWEEN 84 AND 200
 ORDER BY TimeStarted"	FALSE	134	184	2020-12-05	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 90
 AND TapToTap BETWEEN 30 AND 125
 AND Turnaround BETWEEN 1 AND 60
 AND MWH BETWEEN 84 AND 200
 ORDER BY TimeStarted"	TRUE	2020-12-05	TRUE	FALSE	TRUE
North DC	North DC	TRUE	FALSE	FALSE	tbd		SDICOL	SDICOL	SDI	Steel Dynamics Inc	"Columbus, MS. USA (CST)"	42807	43045	UTC-05:00	0	ccr_SDI Columbus North.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 18 AND 80
 AND TapToTap BETWEEN 20 AND 200
 AND Turnaround BETWEEN 0.5 AND 80
 AND MWH BETWEEN 20 AND 200
 ORDER BY TimeStarted"	FALSE	110	187	2020-11-13	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 18 AND 80
 AND TapToTap BETWEEN 20 AND 200
 AND Turnaround BETWEEN 0.5 AND 80
 AND MWH BETWEEN 20 AND 200
 ORDER BY TimeStarted"	TRUE	2020-11-13	TRUE	FALSE	TRUE
LMF	LMF	FALSE	FALSE	FALSE	tbd		Alta	CAN	KS	Kyoei Steel	"Edmonton, Alberta, Canada"	42442	42680	UTC-06:00	1	ccr_AltaSteel LMF.xls	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 4 AND 70
  AND TapToTap < 250
  AND Turnaround BETWEEN 0.5 AND 30
  AND MWH BETWEEN 0.5 AND 15.2
 ORDER BY TimeStarted"	FALSE	68	190	2021-06-04	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 4 AND 70
  AND TapToTap < 250
  AND Turnaround BETWEEN 0.5 AND 30
  AND MWH BETWEEN 0.5 AND 15.2
 ORDER BY TimeStarted"	TRUE	2021-06-04	TRUE	FALSE	TRUE
EAF1	F1	FALSE	FALSE	FALSE	tbd		OEMK	OEMK	OEMK	OEMK	"Stary Oskol, Russia"			UTC+03:00	15	ccr_OEMK EAF 1.xls	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 40 AND 90
  AND TapToTap BETWEEN 43 AND 140
  AND Turnaround BETWEEN 1 AND 70
  AND MWH BETWEEN 60 AND 130
 ORDER BY TimeStarted"	FALSE	123	191	2021-06-22	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 40 AND 90
  AND TapToTap BETWEEN 43 AND 140
  AND Turnaround BETWEEN 1 AND 70
  AND MWH BETWEEN 60 AND 130
 ORDER BY TimeStarted"	TRUE	2021-06-22	TRUE	FALSE	TRUE
EAF4	F4	FALSE	FALSE	FALSE	tbd		OEMK	OEMK	OEMK	OEMK	"Stary Oskol, Russia"			UTC+03:00	15	ccr_OEMK EAF 4.xls	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 40 AND 90
  AND TapToTap BETWEEN 43 AND 140
  AND Turnaround BETWEEN 1.5 AND 70
  AND MWH BETWEEN 60 AND 130
 ORDER BY TimeStarted"	FALSE	123	192	2021-02-08	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 40 AND 90
  AND TapToTap BETWEEN 43 AND 140
  AND Turnaround BETWEEN 1.5 AND 70
  AND MWH BETWEEN 60 AND 130
 ORDER BY TimeStarted"	TRUE	2021-02-08	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		OTKSCAL	OTKSCAL	Outokumpu	Outokumpu	"Calvert, AL. USA (CST)"	42442	42680	UTC-05:00	0	ccr_Outokumpu Calvert EAF.xls	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 41 AND 76
  AND TapToTap BETWEEN 50 AND 220
  AND Turnaround BETWEEN 1 AND 80
  AND MWH BETWEEN 59 AND 102
 ORDER BY TimeStarted"	FALSE	39	194	2021-05-24	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 41 AND 76
  AND TapToTap BETWEEN 50 AND 220
  AND Turnaround BETWEEN 1 AND 80
  AND MWH BETWEEN 59 AND 102
 ORDER BY TimeStarted"	TRUE	2021-05-24	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd	FALSE	TSThaiNTS	TSThai	Tata	Tata Steel	"Bo Win, Thailand"			UTC+07:00	11	ccr_Tata Steel Bo Win Thailand EAF.xls	"WHERE  PwrOn BETWEEN 25 AND 70
 AND TapToTap BETWEEN 30 AND 240
 AND Turnaround BETWEEN 1.5 AND 130
 AND MWH BETWEEN 15 AND 50
 ORDER BY TimeStarted"	FALSE	139	198	2022-02-11	"WHERE  PwrOn BETWEEN 25 AND 70
 AND TapToTap BETWEEN 30 AND 240
 AND Turnaround BETWEEN 1.5 AND 130
 AND MWH BETWEEN 15 AND 50
 ORDER BY TimeStarted"	TRUE	2022-02-11	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		ArvediAST	ArvediAST	Arvedi	Arvedi	"Terni, Italy"	42442	42680	UTC-05:00	0	ccr_Arvedi - Acciai Speciali Terni F4.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 90
 AND TapToTap BETWEEN 50 AND 400
 AND Turnaround BETWEEN 1.4 AND 300
 AND MWH BETWEEN 25 AND 90
 ORDER BY TimeStarted"	FALSE	159	227	2023-06-17	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A
HAE	HAE	FALSE	FALSE	FALSE	tbd		Yumbo2	Yumbo2	Sidoc	Sidoc	"Acopi-Yumbo, Valle del Cauca, Colombia"			UTC+05:00	13	ccr_SIDOC Yumbo HAE 2.xls	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 35 AND 65
  AND TapToTap BETWEEN 50 AND 160
  AND Turnaround < 500
  AND MWH BETWEEN 14 AND 30
 ORDER BY TimeStarted"	FALSE	161	229	2023-06-10	"WHERE Samples_Lost_PowerOn < 5
  AND PwrOn BETWEEN 35 AND 65
  AND TapToTap BETWEEN 50 AND 160
  AND Turnaround < 500
  AND MWH BETWEEN 14 AND 30
 ORDER BY TimeStarted"	TRUE	2023-06-10	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		NKAN	NKAN	NS	Nucor Steel	"Kankakee, Illinois, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Nucor Kankakee.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 55
 AND TapToTap BETWEEN 27 AND 200
 AND Turnaround BETWEEN 1.5 AND 200
 AND MWH BETWEEN 20 AND 55
 ORDER BY TimeStarted"	FALSE	4	13	2017-09-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 55
 AND TapToTap BETWEEN 27 AND 200
 AND Turnaround BETWEEN 1.5 AND 200
 AND MWH BETWEEN 20 AND 55
 ORDER BY TimeStarted"	TRUE	2017-09-01	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		NJAK	NJAK	NS	Nucor Steel	"Jackson, Misisipi, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Nucor Jackson.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 50
 AND TapToTap BETWEEN 25 AND 200
 AND Turnaround BETWEEN 1.3 AND 150
 AND MWH BETWEEN 12.5 AND 30
 ORDER BY TimeStarted"	FALSE	8	27	2017-12-14	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 50
 AND TapToTap BETWEEN 25 AND 200
 AND Turnaround BETWEEN 1.3 AND 150
 AND MWH BETWEEN 12.5 AND 30
 ORDER BY TimeStarted"	TRUE	2017-12-14	TRUE	FALSE	TRUE
Afce DC	Adc	TRUE	TRUE	FALSE	tbd	FALSE	NGAL	NGAL	NS	Nucor Steel	"Ghent, KY (EST)"	42442	42680	UTC-04:00	23	ccr_Nucor Gallatin EAF A.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 65
 AND TapToTap BETWEEN 40 AND 160
 AND Turnaround BETWEEN 2 AND 100
 AND MWH BETWEEN 35 AND 120
 ORDER BY TimeStarted"	FALSE	13	72	2017-03-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 65
 AND TapToTap BETWEEN 40 AND 160
 AND Turnaround BETWEEN 2 AND 100
 AND MWH BETWEEN 35 AND 120
 ORDER BY TimeStarted"	TRUE	2017-03-01	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		NSEA	NSEA	NS	Nucor Steel	"Seattle, Washington, USA (PST)"	42442	42680	UTC-07:00	2	ccr_Nucor Seattle.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 34 AND 60
 AND TapToTap BETWEEN 38 AND 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 33 AND 55
 ORDER BY TimeStarted"	FALSE	56	73	2020-01-02	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 34 AND 60
 AND TapToTap BETWEEN 38 AND 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 33 AND 55
 ORDER BY TimeStarted"	TRUE	2019-01-01	FALSE	FALSE	TRUE
Dfce	D	FALSE	FALSE	FALSE	tbd	FALSE	NLVW	NLVW	NS	Nucor Steel	"Longview, Texas, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Nucor Longview EAF D.xls	"WHERE PwrOn BETWEEN 60 AND 160
 AND TapToTap < 700
 AND Turnaround BETWEEN 1 AND 500
 AND MWH BETWEEN 5 AND 22
 ORDER BY TimeStarted"	FALSE	60	78	2017-03-01	"WHERE PwrOn BETWEEN 60 AND 160
 AND TapToTap < 700
 AND Turnaround BETWEEN 1 AND 500
 AND MWH BETWEEN 5 AND 22
 ORDER BY TimeStarted"	TRUE	2017-03-01	TRUE	FALSE	TRUE
Efce	E	FALSE	FALSE	FALSE	tbd	FALSE	NLVW	NLVW	NS	Nucor Steel	"Longview, Texas, USA (CST)"	42442	42680	UTC-05:00	0	ccr_Nucor Longview EAF E.xls	"WHERE PwrOn BETWEEN 60 AND 160
 AND TapToTap < 700
 AND Turnaround BETWEEN 1 AND 500
 AND MWH BETWEEN 5 AND 22
 ORDER BY TimeStarted"	FALSE	60	79	2017-03-01	"WHERE PwrOn BETWEEN 60 AND 160
 AND TapToTap < 700
 AND Turnaround BETWEEN 1 AND 500
 AND MWH BETWEEN 5 AND 22
 ORDER BY TimeStarted"	TRUE	2017-03-01	TRUE	FALSE	TRUE
F1	1	FALSE	FALSE	FALSE	tbd		NY	NY	NS	Nucor Steel	"Blytheville, AR USA (CST)"	42442	42680	UTC-05:00	0	ccr_Nucor Yamato EAF 1.xls	"WHERE PwrOn BETWEEN 10 AND 60
 AND TapToTap BETWEEN 20 AND 300
 AND Turnaround BETWEEN 1 AND 250
 AND MWH BETWEEN 20 AND 75
 ORDER BY TimeStarted"	FALSE	72	92	2020-08-01	"WHERE PwrOn BETWEEN 10 AND 60
 AND TapToTap BETWEEN 20 AND 300
 AND Turnaround BETWEEN 1 AND 250
 AND MWH BETWEEN 20 AND 75
 ORDER BY TimeStarted"	TRUE	2020-01-01	FALSE	FALSE	TRUE
F2	2	FALSE	FALSE	FALSE	tbd		NY	NY	NS	Nucor Steel	"Blytheville, AR USA (CST)"	42442	42680	UTC-05:00	0	ccr_Nucor Yamato EAF 2.xls	"WHERE PwrOn BETWEEN 10 AND 60
 AND TapToTap BETWEEN 20 AND 300
 AND Turnaround BETWEEN 1 AND 250
 ORDER BY TimeStarted"	FALSE	72	98	2020-08-01	"WHERE PwrOn BETWEEN 10 AND 60
 AND TapToTap BETWEEN 20 AND 300
 AND Turnaround BETWEEN 1 AND 250
 ORDER BY TimeStarted"	TRUE	2017-11-29	FALSE	FALSE	TRUE
North	N	FALSE	FALSE	FALSE	tbd		NIND	NIND	NS	Nucor Steel	"Crawfordsville, Indiana USA (CST)"	42442	42680	UTC-05:00	0	ccr_Nucor Indiana - North.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 25 AND 55
 ORDER BY TimeStarted"	FALSE	78	101	2017-03-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 25 AND 55
 ORDER BY TimeStarted"	TRUE	2017-03-01	TRUE	FALSE	TRUE
South	S	FALSE	FALSE	FALSE	tbd		NIND	NIND	NS	Nucor Steel	"Crawfordsville, Indiana USA (CST)"	42442	42680	UTC-05:00	0	ccr_Nucor Indiana - South.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 25 AND 55
 ORDER BY TimeStarted"	FALSE	78	102	2020-01-10	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 15 AND 120
 AND TapToTap < 150
 AND Turnaround BETWEEN 1 AND 100
 AND MWH BETWEEN 25 AND 55
 ORDER BY TimeStarted"	TRUE	2017-03-01	FALSE	FALSE	TRUE
F2dc	2	TRUE	FALSE	FALSE	tbd	FALSE	NHICK	NHICK	NS	Nucor Steel	"Hickman, AR (CST)"	42463	42673	UTC-05:00	0	ccr_Nucor Hickman EAF 2.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 80
 AND TapToTap BETWEEN 20 AND 180
 AND Turnaround BETWEEN 1 AND 180
 ORDER BY TimeStarted"	FALSE	79	103	2020-08-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 80
 AND TapToTap BETWEEN 20 AND 180
 AND Turnaround BETWEEN 1 AND 180
 ORDER BY TimeStarted"	TRUE	2019-08-01	FALSE	FALSE	TRUE
F1dc	1	TRUE	FALSE	FALSE	tbd	FALSE	NHICK	NHICK	NS	Nucor Steel	"Hickman, AR (CST)"	42463	42673	UTC-05:00	0	ccr_Nucor Hickman EAF 1.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 80
 AND TapToTap BETWEEN 20 AND 180
 AND Turnaround BETWEEN 1 AND 180
 AND MWH BETWEEN 20 AND 85
 ORDER BY TimeStarted"	FALSE	79	106	2020-08-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 25 AND 80
 AND TapToTap BETWEEN 20 AND 180
 AND Turnaround BETWEEN 1 AND 180
 AND MWH BETWEEN 20 AND 85
 ORDER BY TimeStarted"	TRUE	2019-08-01	FALSE	FALSE	TRUE
Cfce DC	Cdc	TRUE	TRUE	FALSE	tbd	FALSE	NGAL	NGAL	NS	Nucor Steel	"Ghent, KY (EST)"	42442	42680	UTC-04:00	23	ccr_Nucor Gallatin EAF C.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 65
 AND TapToTap BETWEEN 40 AND 160
 AND Turnaround BETWEEN 2 AND 100
 AND MWH BETWEEN 35 AND 120
 ORDER BY TimeStarted"	FALSE	13	107	2017-03-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 20 AND 65
 AND TapToTap BETWEEN 40 AND 160
 AND Turnaround BETWEEN 2 AND 100
 AND MWH BETWEEN 35 AND 120
 ORDER BY TimeStarted"	TRUE	2017-03-01	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		NMEM	NMEM	NS	Nucor Steel	"Memphis, TN USA (CST)"	43170	43408	UTC-05:00	0	ccr_Nucor Memphis.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 23 AND 60
 AND TapToTap BETWEEN 25 AND 180
 AND Turnaround BETWEEN 1.5 AND 160
 AND MWH BETWEEN 27 AND 75
 ORDER BY TimeStarted"	FALSE	101	134	2019-08-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 23 AND 60
 AND TapToTap BETWEEN 25 AND 180
 AND Turnaround BETWEEN 1.5 AND 160
 AND MWH BETWEEN 27 AND 75
 ORDER BY TimeStarted"	TRUE	2019-08-01	TRUE	FALSE	TRUE
EAF	EAF	FALSE	FALSE	FALSE	tbd		NDUF	NDUF	NS	Nucor Steel	Italy	43170	43408	UTC+02:00	17	ccr_Duferco.xls	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 24 AND 40
 AND TapToTap < 100
 AND Turnaround BETWEEN 2.1 AND 100
 AND MWH BETWEEN 30 AND 50
 ORDER BY TimeStarted"	FALSE	105	140	2019-01-01	"WHERE Samples_Lost_PowerOn < 5
 AND PwrOn BETWEEN 24 AND 40
 AND TapToTap < 100
 AND Turnaround BETWEEN 2.1 AND 100
 AND MWH BETWEEN 30 AND 50
 ORDER BY TimeStarted"	TRUE	2019-01-01	TRUE	FALSE	TRUE
